user_id,age,weight,height,gender,BMR
1029,59,46.2914416,153.4273827,Female,990.0679171
2992,28,70.27186248,179.6658747,Female,1535.692938
8407,26,75.14197566,169.6647539,Female,1509.295689
8274,25,88.01891854,162.1652878,Male,1836.792163
7662,32,78.59516974,174.8702308,Male,1669.0239
2705,40,70.07900962,156.2414191,Female,1242.74977
3143,26,79.53122915,164.5573217,Male,1776.387471
4682,39,69.33674584,182.4428879,Female,1448.148038
4561,49,81.90772631,182.616175,Female,1508.143285
1300,62,54.51865808,147.5090354,Male,1150.029983
7005,35,70.58240092,164.2137872,Female,1399.502839
6631,36,64.72982672,176.667616,Male,1554.02012
2753,51,77.37637182,164.8020152,Male,1597.483958
6862,18,61.64673186,172.9749781,Male,1538.064892
7240,44,90.18581398,174.176663,Male,1787.317151
5834,31,53.71330216,153.0444158,Male,1389.355106
8528,60,49.52869911,163.0232324,Male,1161.456027
1383,56,55.63898335,180.5583211,Male,1431.186019
1576,58,63.81677034,158.1751926,Male,1348.701806
4110,23,50.23113482,171.0234644,Female,1314.336499
7926,34,51.1568837,160.5573376,Male,1283.11931
5242,,61.60701233,149.7056538,Male,1454.355452
7344,34,63.97536215,158.4566356,Male,1433.515078
3053,59,55.94645438,174.8666205,Female,1208.212092
1640,22,73.58930433,171.5694727,Female,1555.670204
7642,40,56.29441604,159.6418429,Female,1160.865383
7894,47,64.07356187,154.7666857,Male,1451.069271
5550,47,98.07720471,180.463049,Female,1749.278857
5913,54,40.62451612,163.6406066,Female,887.7842742
3209,29,40.26427979,185.1119378,Male,1475.617802
3894,39,80.13200051,183.1424728,Male,1854.595554
6689,37,68.81358017,178.7342031,Female,1515.721041
7616,29,72.83833977,172.9164853,Male,1708.160145
1479,31,57.39067229,167.2870927,Female,1429.668964
430,53,87.62244927,158.2619602,Female,1382.676737
8089,34,60.88215189,162.4277969,Female,1255.075318
6586,35,68.38529976,182.2870973,Male,1654.848288
5121,32,80.17261858,153.8706417,Female,1488.928013
564,54,68.47452311,171.887213,Male,1473.627161
8531,34,62.76993575,168.8062542,Female,1396.465588
5874,53,57.33709038,165.8564648,Male,1367.818708
3131,49,83.79515977,157.0472538,Female,1424.689287
7408,27,78.18414873,161.1903346,Female,1445.525912
7132,19,94.30124134,188.8339962,Female,1767.870812
1826,45,72.04819141,164.8647067,Male,1644.22545
3822,36,69.89592279,177.9597489,Female,1446.567942
5587,19,58.11235092,162.2363403,Female,1224.027246
3154,59,73.78655088,171.8356978,Male,1537.486425
4756,35,65.78829722,165.2235077,Female,1298.675271
6633,36,83.47955653,185.8091824,Male,1806.821975
8223,33,69.521184,170.7914135,Male,1549.965961
7895,48,72.6135638,155.4809453,Female,1319.678366
4422,54,44.66919067,166.9796733,Male,1264.82764
2838,63,61.01200606,174.4304328,Male,1307.951541
6328,20,66.90986598,177.194735,Female,1481.922436
5996,57,60.69303986,153.1501678,Female,1139.952653
5453,20,48.01008926,168.3427233,Male,1418.593134
8788,64,60.18703838,146.2159692,Male,1105.00934
5304,25,49.25327991,184.1120574,Female,1300.762009
3804,39,65.96082552,164.8656746,Female,1250.718589
5668,41,75.07465638,164.7883482,Female,1411.622052
491,55,68.71773954,167.9953403,Male,1458.252061
2257,51,61.11827936,156.4326491,Male,1332.70633
940,43,63.51936557,183.5862243,Male,1587.848695
8636,57,79.58838058,179.2227495,Male,1554.526561
919,52,69.84649719,174.7501435,Female,1308.535489
8799,52,64.62448145,176.1488303,Male,1510.023953
5988,37,48.42074444,160.4918546,Female,1142.352627
5651,25,88.40116998,175.5559121,Female,1698.967886
6844,27,58.60771789,190.5293043,Female,1479.123945
1624,39,41.91874796,170.3451962,Male,1220.032162
3582,41,68.89173695,156.397366,Female,1286.965902
2246,24,66.15589274,162.7893092,Female,1458.362321
6681,19,51.42153486,190.1740087,Female,1428.252915
3243,29,42.50764083,167.461169,Male,1305.579843
6391,19,70.59827161,171.6778828,Female,1491.022665
6784,54,52.75037501,177.4082408,Female,1104.782386
5462,59,71.06590505,158.8556274,Female,1264.246568
5802,41,64.5668473,162.6792888,Female,1241.392401
3685,34,74.75033994,175.393929,Male,1634.178614
6332,54,73.24718105,177.2955935,Female,1438.473026
2783,30,81.66648747,169.3824127,Male,1660.60889
8986,47,50.10539834,170.3206149,Female,1081.551531
841,58,64.85010037,160.3996322,Female,1226.709126
2278,35,59.55991563,173.6220388,Male,1567.373785
8574,46,92.82999847,165.8805261,Female,1647.843447
8298,44,92.45153683,168.5256072,Male,1711.454874
8950,34,85.78574572,169.3166488,Male,1736.711667
1887,39,76.10274276,166.4464892,Female,1455.266869
3916,37,93.20818719,191.0018995,Female,1724.594907
5273,41,63.80148687,181.7768802,Female,1360.900204
5234,51,59.86982892,173.3908501,Female,1277.754904
3884,27,90.42875452,173.6583615,Male,1907.305
2531,51,88.07666408,178.7238056,Male,1710.994356
6262,52,70.5221898,168.3304533,Male,1522.051302
3356,28,79.06001372,146.7119377,Female,1381.065777
7685,18,78.47480808,170.7071377,Female,1615.250264
6932,32,68.3252941,160.9844978,Female,1448.480967
439,26,53.46921831,175.2374768,Female,1284.944292
7270,21,60.13529051,155.6639549,Male,1492.160384
1217,21,89.12262312,178.263656,Female,1711.126972
1005,23,81.50870693,166.7504489,Female,1499.454782
6828,57,64.78302833,160.4903536,Male,1360.232393
1338,50,58.84636679,162.8541935,Male,1451.591138
4961,38,71.025881,162.4935254,Female,1330.613701
8579,20,35.66465771,179.0521411,Female,1206.436402
3235,64,53.05241152,171.9375913,Male,1285.695279
284,57,63.56806715,183.2831943,Female,1382.348637
8339,31,51.20554837,167.0418792,Female,1253.505877
3967,53,79.50445919,171.67417,Female,1334.167649
3290,52,49.47898815,164.4915147,Female,1035.750497
6492,20,97.96803523,154.7566223,Male,1860.158064
770,55,42.57471608,180.2725062,Male,1225.080208
852,40,96.86103825,171.911758,Male,1898.689364
6117,36,69.53981085,167.0335769,Female,1360.423513
1337,43,55.70061014,174.7891311,Female,1246.588449
1416,62,59.83832741,176.8759374,Male,1419.812865
2772,25,68.86376827,165.3498058,Female,1444.782608
452,40,68.04507565,173.3364128,Female,1390.771345
802,58,68.1524697,183.9108115,Female,1282.476909
3098,23,58.10467202,163.7143073,Male,1483.146191
3119,24,75.52903403,167.2903287,Female,1571.360363
2019,45,60.26818558,164.8045046,Female,1207.428862
8448,45,87.91338124,175.4930392,Female,1610.162901
6606,60,70.82318665,183.5366215,Male,1518.591812
509,36,68.12036191,166.2638432,Female,1389.088312
554,37,73.66533711,171.5111217,Female,1506.3234
2585,32,52.81086573,165.2292363,Male,1479.276504
8693,29,85.7742769,160.9249666,Female,1525.902771
1950,52,68.0877357,187.5654029,Female,1339.792711
1123,50,46.3983484,172.7475675,Female,1072.549235
5692,38,80.7812099,148.1193991,Male,1516.349877
3266,44,62.81962179,155.9052461,Male,1396.307576
4173,34,67.76135622,191.335674,Male,1690.265214
4073,50,96.1316669,169.9987252,Male,1732.521825
5780,18,64.19443699,183.9098041,Male,1801.940922
7691,44,72.56476048,163.3888918,Female,1389.672622
8163,28,56.2346271,173.3710602,Female,1392.586979
7511,29,46.07264576,166.5499748,Female,1200.779415
513,20,60.69965447,172.5786446,Male,1588.062776
3555,40,56.5013431,173.2270651,Female,1330.0354
4163,52,59.4711982,157.1401174,Male,1321.73732
1972,33,65.5607883,168.5413077,Male,1519.326107
4914,37,74.32827019,145.4060601,Male,1537.738116
2406,56,54.59691105,183.0334582,Male,1402.599494
7281,22,83.72254275,171.5199056,Male,1751.359969
4295,59,80.9462648,167.1404841,Male,1567.1927
7632,31,73.9199947,168.1869027,Female,1372.350284
795,19,71.08027768,170.08467,Female,1461.110928
7331,50,68.89198107,166.937501,Male,1401.866342
8817,21,65.82350613,171.7571038,Female,1451.18303
5888,19,66.52395425,174.7909696,Female,1475.324595
3457,26,58.42308024,167.2592435,Male,1406.947525
944,34,53.44335377,158.7410638,Male,1408.936463
6987,38,60.86591551,171.7857883,Female,1335.04997
581,23,58.93220473,182.8423031,Female,1498.128964
6280,40,74.70383286,176.5665685,Male,1597.129707
508,20,52.28692331,169.3994012,Male,1504.921402
1921,33,58.22529774,159.7818219,Female,1227.011611
298,42,95.30765787,162.7970738,Female,1532.113931
2720,59,58.47262833,167.0610617,Female,1109.655859
2987,42,45.95604736,166.1262479,Female,1174.788152
2750,51,87.54990498,162.5842616,Male,1645.806446
6574,18,57.82563215,175.7329363,Male,1639.111772
74,51,59.70951619,159.8249754,Female,1111.620741
2490,27,63.42952378,171.3418815,Male,1537.428374
1973,37,55.11207145,170.2251364,Female,1356.31048
1140,56,71.61810875,182.7551861,Female,1438.30351
955,31,56.73279844,169.2024955,Male,1439.171488
4264,47,49.96332517,158.4112899,Female,1150.647248
5054,44,87.04019385,152.3805669,Male,1634.356947
3952,41,74.63174046,181.145125,Female,1576.838639
2480,37,70.25264786,157.0103196,Female,1361.115202
373,32,53.84740004,154.8901607,Male,1436.21907
7602,61,82.31690913,167.0158334,Male,1562.223544
5133,24,35.82402406,167.4232184,Female,1121.864109
6725,29,79.52267711,163.2039186,Female,1517.634468
4647,50,57.21279809,161.9061136,Female,1197.172708
7558,33,62.0620269,178.4634507,Female,1472.725809
4732,39,68.14402806,182.1641776,Male,1652.783911
6200,31,71.08331089,163.5263558,Male,1582.635418
6015,60,54.49614367,166.6051795,Male,1300.429375
2802,26,71.89920913,155.4548135,Male,1540.136358
4566,25,84.73413222,178.6143398,Female,1663.052401
8896,45,87.3680105,175.9756419,Male,1814.712038
8456,25,71.52780944,169.6070158,Male,1644.264551
7181,32,57.74955128,172.4692497,Male,1572.310465
250,25,79.1789326,169.2161143,Male,1677.460201
7247,21,40.99915218,190.9124786,Female,1294.498648
4001,23,76.83151125,172.3431735,Male,1754.861644
8470,43,101.1760714,188.5622108,Male,1971.610758
3465,27,67.11085274,163.2253151,Female,1401.035525
2794,61,89.63206946,163.5725228,Female,1427.823556
6687,50,63.06499037,174.7430438,Male,1489.918489
7377,46,66.04860191,168.5567118,Female,1207.168396
8807,52,62.37933923,157.1014206,Female,1258.566608
7125,42,68.76058162,157.6947535,Male,1519.09707
683,54,77.96637542,166.1665203,Female,1397.009106
1399,51,72.43168797,175.1965996,Male,1620.330869
4552,51,43.61252139,157.8767698,Male,1213.37794
4106,64,93.76056647,170.6872007,Female,1462.29557
480,63,73.8350495,188.0291478,Male,1569.210178
4878,39,71.68521549,186.948167,Female,1579.958805
8728,24,74.36671872,172.6705081,Female,1544.159646
1033,39,47.79511068,151.3007179,Male,1204.025953
6025,44,82.2321234,172.1395764,Female,1538.501602
526,45,58.7048556,169.051891,Female,1181.100605
3700,35,64.35086361,165.9412376,Male,1527.8515
6265,53,68.55175541,165.9265398,Male,1522.870096
7903,55,70.73385029,163.6226155,Male,1420.786136
5997,40,62.12020814,176.4614585,Female,1256.099389
1874,50,73.44646462,172.4697274,Female,1449.737176
6129,51,67.88359177,151.7795136,Female,1248.793169
2897,23,72.14621089,180.6728495,Male,1696.142746
6142,43,83.57254849,164.4329265,Male,1668.01322
4418,24,82.78958238,157.9162355,Female,1588.400003
717,24,87.90582692,182.8106953,Male,1879.321707
378,51,74.80589261,160.3509154,Female,1407.281752
2787,59,81.63126223,164.2320831,Male,1702.751979
3070,39,72.07736121,157.7753759,Female,1385.963396
7053,60,72.08722429,171.0859054,Male,1519.547819
5363,26,65.70986254,165.7432012,Male,1599.338345
4754,63,69.83113932,177.6633165,Male,1465.821135
2173,59,90.49663772,166.3419112,Male,1672.911858
1873,52,78.52107339,180.5884578,Male,1663.951245
3505,56,86.68532673,166.9373224,Female,1467.013043
1546,26,64.72917858,165.5062227,Male,1562.937453
3729,45,32.53327024,188.6336229,Female,1100.602414
2535,38,69.08851722,161.343524,Male,1563.235644
2342,64,77.54428999,178.9788525,Male,1491.509241
7304,45,77.64630168,158.5462585,Male,1538.384862
2641,24,59.19002158,171.0431533,Female,1339.995115
2258,26,80.11145534,187.2568761,Male,1908.274647
55,27,83.62881074,184.6717308,Male,1961.964715
696,30,63.03695451,172.9181887,Male,1602.749724
6393,18,60.26294528,163.2939674,Female,1419.066617
3942,36,81.71300492,159.3674509,Female,1488.197557
8903,27,49.20649925,167.9175448,Male,1311.715101
6378,22,78.96364492,161.1519005,Male,1768.050865
5909,33,74.56158141,169.2753371,Female,1476.177953
7440,42,49.19179943,164.3075371,Male,1311.501835
6530,53,82.17978528,162.9104893,Female,1384.050139
2202,29,52.65486598,168.7526288,Female,1204.238106
8177,31,100.6618757,175.0828732,Male,1952.665308
2544,45,65.23294796,167.3843507,Male,1553.548232
8688,39,47.43159539,187.8470149,Female,1261.284849
4181,56,41.0850953,177.6340116,Female,1128.77945
7031,22,71.62113555,177.2114852,Female,1583.666372
723,59,66.35224537,178.0184874,Female,1307.284806
5140,32,68.49158297,154.4304314,Female,1276.636963
764,46,81.06286531,177.0179735,Female,1545.529986
1523,59,17.44904893,176.6954916,Male,970.5813984
7826,57,53.11937307,176.745545,Female,1197.237532
7817,18,72.37510795,156.0761085,Male,1554.706249
6624,49,50.77247172,180.9792052,Female,1292.982412
5938,42,98.23278381,190.2444548,Female,1760.158315
6305,52,58.69386857,170.0201188,Male,1367.214283
7275,58,64.78928468,162.7676748,Female,1153.756423
735,49,85.77515448,179.7762029,Male,1741.092951
367,21,54.30830146,176.9668711,Male,1546.109791
8645,60,66.40662907,166.2246207,Male,1491.591961
8644,60,68.58427246,174.5553693,Male,1574.960615
1728,50,82.24220495,174.6370184,Male,1653.836262
8442,36,70.20969784,171.9876637,Female,1449.394759
7738,50,66.09632123,178.0968543,Female,1380.463169
7652,55,50.00940191,159.3222044,Male,1186.646495
5488,26,63.56690846,151.5003663,Male,1430.320195
6098,44,71.79305619,180.6364861,Female,1495.541781
158,35,65.77927486,166.3360148,Male,1442.023163
1938,33,66.7148345,155.2240675,Male,1430.897185
8234,47,64.04593217,182.6599686,Male,1577.773747
444,39,88.48134953,177.2578634,Male,1823.711649
2286,50,48.84704671,165.0165325,Male,1230.753253
6590,45,71.76776582,176.1034521,Female,1446.194181
8266,48,79.49581601,173.4172523,Female,1495.288887
655,53,91.01979123,175.8044698,Female,1552.690066
3545,25,93.738198,177.4941323,Male,1940.459585
1727,42,86.9353976,174.7945559,Male,1729.2297
8301,38,45.74976182,180.1375845,Female,1257.158794
6617,20,87.28918726,162.77577,Male,1801.295707
8891,27,53.18753976,160.7010432,Male,1415.385891
5343,58,55.99257084,168.0653932,Male,1370.986263
6879,37,70.07151816,194.3924289,Female,1653.129862
939,49,45.42439971,172.1203655,Female,1242.008984
6494,41,72.66812895,165.5544723,Male,1543.954094
223,57,59.33077325,183.9663899,Female,1385.931398
5377,25,94.2216088,150.3414178,Female,1599.504132
6157,25,75.07970454,158.2096991,Male,1531.814074
8230,19,75.04082252,142.7821341,Male,1551.096631
6060,40,55.78930088,178.4030523,Male,1435.2832
2227,27,67.88717414,159.2739813,Female,1371.987685
2370,48,89.65534969,161.5176943,Male,1620.178254
2043,37,89.55956568,168.5080839,Male,1757.191525
26,37,52.06118705,168.7705188,Male,1409.755664
4903,28,43.44803777,185.7255861,Male,1486.952334
43,53,43.49517211,157.5339603,Male,1103.16767
1813,38,60.06699442,169.2043364,Male,1578.59882
1759,24,83.94612211,178.4293441,Male,1782.59119
3980,46,67.1200991,167.5309122,Female,1332.242714
7560,28,64.69964834,162.9456089,Male,1566.961889
4853,40,55.35079112,158.9465068,Female,1250.973249
3044,59,62.26461936,167.7722652,Male,1352.399223
3016,27,61.69545913,174.7176964,Female,1404.125862
1330,59,60.09754159,170.556216,Male,1332.732527
3971,46,66.76461841,177.4135596,Female,1321.226639
6986,59,91.13234825,159.9857316,Male,1600.95753
4892,44,85.14093806,172.0523783,Male,1734.022779
4343,41,100.2633987,172.2732184,Female,1666.259431
4697,19,52.70596429,171.8388226,Male,1556.461458
8596,36,69.68788557,171.874797,Male,1575.044603
3152,30,46.12857154,166.3509378,Female,1216.545274
5999,31,86.13075292,159.4211504,Female,1646.717351
5311,52,42.31451682,162.6494971,Male,1320.312047
7542,56,77.84106995,157.6263196,Female,1274.897829
4787,48,90.55769666,173.2580343,Female,1617.850922
4240,34,90.23128035,188.1770623,Male,2043.869982
7327,45,85.7268477,171.6013341,Female,1584.356527
7456,19,60.00808062,167.8748501,Male,1606.557685
4347,57,42.00265947,167.8288845,Female,1067.669077
437,61,78.69073418,167.5296736,Male,1487.776742
6664,47,57.13079376,177.5244888,Female,1277.456157
3629,60,83.80951074,161.8254322,Female,1310.651297
4791,19,49.13356367,183.7301409,Female,1437.228662
7564,19,95.21990898,178.8066504,Female,1798.08306
7715,43,96.5092517,165.3378447,Male,1847.782301
1248,37,74.67004006,177.5039291,Male,1614.756897
1142,24,80.08770869,181.0540939,Female,1611.480714
8490,33,55.19065586,165.5980718,Male,1398.66281
3160,64,71.54073454,166.8323631,Female,1242.799108
4194,53,64.80642692,172.1021353,Female,1290.554759
7191,47,74.17688793,172.5119313,Female,1464.488956
1785,35,77.56921813,179.4359973,Female,1481.046639
7497,22,106.7602408,149.5927746,Male,1935.892812
376,39,49.68792245,167.2423542,Female,1219.7236
3211,31,70.42464558,163.4278392,Male,1548.542102
5817,47,73.1379105,173.1968988,Female,1314.303291
5520,19,63.69079728,169.6268072,Male,1608.855302
1221,62,97.54692312,179.9597044,Female,1586.292467
591,40,78.76427469,172.4056168,Male,1656.896083
6735,37,70.33685256,165.9825033,Male,1574.204895
3609,39,50.14123971,176.5078357,Male,1446.308698
5503,57,87.59033865,164.1266424,Female,1413.419734
8311,45,106.4298402,179.3465067,Male,2026.893952
2678,43,55.55819131,183.6000726,Female,1261.726393
4613,23,60.72143334,174.4372362,Female,1431.036569
980,55,74.63109949,175.4861905,Female,1442.456912
5267,52,53.04071658,180.5219048,Male,1439.086217
3212,25,74.59611594,178.7796924,Male,1788.142949
844,41,84.48186668,171.0606701,Female,1490.688483
2841,56,72.51805219,163.5358388,Female,1278.458057
3091,28,73.15243186,174.9105851,Male,1735.04417
5511,42,66.14931193,168.7324742,Female,1436.223464
5947,30,76.54333795,176.2334276,Male,1707.659894
5463,21,37.8066202,149.433212,Female,1022.004467
4164,49,53.21446043,171.5027888,Female,1235.619473
5989,38,74.30412964,181.0739924,Female,1543.333254
4117,22,71.20168378,165.0203774,Male,1677.069512
7111,49,67.80994946,170.6866532,Male,1408.714517
4944,56,67.01784646,163.8778786,Female,1157.636043
7119,53,51.1175814,159.4049463,Male,1184.549322
463,21,75.64980944,174.3692712,Male,1650.178007
5610,31,82.06556931,167.9098819,Female,1480.342644
3708,59,38.05700286,153.7565202,Male,1127.604381
6829,19,106.4773272,172.3580188,Female,1867.109099
838,45,65.55423936,157.0391966,Female,1254.399961
641,51,61.79138179,179.0376728,Female,1290.047188
7749,31,64.89094173,174.9448225,Male,1594.919546
7990,57,76.24952961,180.1081798,Male,1586.063762
8810,64,54.54900218,194.8114799,Female,1269.421578
7139,46,64.64519334,147.9365166,Male,1355.045406
306,23,69.03116632,177.6331952,Female,1664.524976
2482,42,67.82332363,174.4153952,Female,1465.487024
1373,43,77.72231926,174.5118437,Male,1620.384516
8855,47,64.85911404,161.6606302,Female,1149.249494
4979,51,76.7453908,169.1761849,Female,1361.674115
5093,48,62.84467223,184.1877585,Female,1434.221514
8071,28,93.77582198,174.819695,Female,1760.852257
1124,38,107.135065,176.7101263,Female,1830.837437
7601,39,80.78392297,172.6029685,Male,1716.772099
3394,41,80.77328731,158.3587905,Male,1571.333142
2149,48,67.25149814,167.7564249,Female,1425.478318
4817,46,76.62147221,177.3439238,Female,1483.019303
4883,37,59.65859374,149.4012073,Female,1297.419851
5540,23,67.8736101,179.6550769,Male,1698.933499
6883,53,81.18103577,171.6197969,Female,1502.465886
5701,49,90.03099765,177.8589391,Female,1599.855461
3090,57,71.34130046,172.9078717,Female,1295.736209
7350,58,76.82490204,164.1968603,Female,1375.534322
3954,46,48.5443855,158.8439964,Male,1197.183544
1777,45,60.08985489,176.0761715,Female,1287.521212
8854,42,65.89988928,162.9438492,Female,1234.072299
8476,64,74.16543554,144.8287437,Female,1187.25058
1866,32,57.16377059,173.1040831,Female,1327.230333
691,31,71.39787911,182.8702335,Female,1550.399099
2154,63,101.1462203,153.5667161,Female,1462.11985
7429,29,55.14176772,164.8778251,Male,1485.475419
8076,36,63.16708581,163.5751927,Female,1337.847577
5646,63,58.75550478,159.719158,Male,1281.579342
2916,33,62.0020679,168.4816877,Male,1489.752008
5153,24,42.23982347,176.8198931,Male,1368.839664
7517,59,95.73376349,152.1645133,Female,1488.844844
2888,36,55.54528808,162.6537639,Male,1394.429747
7606,49,71.30993343,175.304478,Male,1544.559352
3268,40,76.67778957,182.1167452,Female,1602.973133
1391,32,70.00909419,176.3990185,Male,1654.519964
7887,36,69.74530825,162.470158,Male,1462.465972
3722,21,78.54502638,189.7684414,Male,1958.594935
